,academic_year,gender,qualification,study_level,modules,module_credits,grade_average,modules_passed,pass_rate,passed_all_modules,tutorial_classes_attended,tutorial_class_modules
550,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,72.0,10,100.0,yes,0,0
551,2024,Male,Higher Certificate in Information Systems: Cloud Computing,2nd year,8,120,68.0,8,100.0,yes,25,4
552,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,68.0,9,100.0,yes,55,10
553,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,64.0,10,100.0,yes,0,0
554,2024,Male,BSc in CompUter Science,2nd year,8,120,74.0,8,100.0,yes,17,2
555,2024,Male,BSc in CompUter Science,2nd year,7,120,58.0,5,71.4,no,10,3
556,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,10,136,49.0,6,60.0,no,19,8
557,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,75.0,9,100.0,yes,44,10
558,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,49,8
559,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,72.0,9,100.0,yes,64,9
560,2024,Male,BSc in CompUter Science,1st year,7,96,34.0,0,0.0,no,1,1
561,2024,Male,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,54.0,5,41.7,no,24,5
562,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,61,9
563,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,66.0,9,100.0,yes,45,8
564,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,8,120,62.0,6,75.0,no,31,6
565,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,80,9
566,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,66.0,9,100.0,yes,18,7
567,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,52.0,5,55.6,no,29,6
568,2024,Male,BSc in CompUter Science,2nd year,7,120,70.0,7,100.0,yes,9,3
569,2024,Male,BSc IT: Robotics,2nd year,8,120,60.0,8,100.0,yes,20,4
570,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,6,112,68.0,6,100.0,yes,25,3
571,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,6,98,66.0,6,100.0,yes,25,7
572,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,8,152,57.0,7,87.5,no,25,7
573,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,74,9
574,2024,Male,BSc IT: Data Science,2nd year,10,126,68.0,9,90.0,no,16,2
575,2024,Male,BSc in CompUter Science,1st year,12,144,45.0,2,16.7,no,5,3
576,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,64.0,8,88.9,no,57,10
577,2024,Female,BSc IT: Data Science,1st year,11,136,59.0,10,90.9,no,6,2
578,2024,Female,BSc IT: Robotics,1st year,8,144,62.0,8,100.0,yes,46,9
579,2024,Male,Higher Certificate in Information Systems: Cloud Computing,2nd year,9,168,55.0,6,66.7,no,11,5
580,2024,Female,BSc in CompUter Science,1st year,9,112,58.0,7,77.8,no,19,5
581,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,54,8
582,2024,Male,Higher Certificate in Information Systems: Cloud Computing,2nd year,8,120,64.0,8,100.0,yes,19,4
583,2024,Male,BSc IT: Data Science,2nd year,7,94,52.0,6,85.7,no,12,3
584,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,72.0,9,100.0,yes,63,9
585,2024,Male,BSc in CompUter Science,1st year,12,144,81.0,12,100.0,yes,13,5
586,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,10,148,72.0,10,100.0,yes,53,10
587,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,8,120,78.0,2,25.0,no,36,8
588,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,10,150,6.0,0,0.0,no,26,5
589,2024,Male,BSc IT: Data Science,2nd year,10,128,58.0,8,80.0,no,6,2
590,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,11,158,59.0,8,72.7,no,49,10
591,2024,Male,BSc in CompUter Science,1st year,5,88,65.0,3,60.0,no,5,2
592,2024,Male,BSc IT: Data Science,1st year,11,136,65.0,10,90.9,no,17,5
593,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,8,128,68.0,8,100.0,yes,27,7
594,2024,Male,BSc in CompUter Science,2nd year,7,120,73.0,7,100.0,yes,17,3
595,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,4,64,62.0,4,100.0,yes,6,2
596,2024,Female,BSc IT: Data Science,1st year,11,136,61.0,11,100.0,yes,8,3
597,2024,Female,BSc IT: Data Science,2nd year,10,126,60.0,9,90.0,no,4,2
598,2024,Female,BSc IT: Data Science,1st year,6,90,50.0,2,33.3,no,20,5
599,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,63.0,5,55.6,no,37,9
600,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,76.0,9,100.0,yes,31,7
601,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,72.0,9,100.0,yes,85,9
602,2024,Male,BSc IT: Data Science,2nd year,10,126,76.0,10,100.0,yes,10,2
603,2024,Male,BSc in CompUter Science,1st year,12,144,64.0,12,100.0,yes,37,8
604,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,150,73.0,9,100.0,yes,15,6
605,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,72.0,9,100.0,yes,71,8
606,2024,Male,BSc IT: Software Engineering,2nd year,9,120,61.0,9,100.0,yes,15,3
607,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,60.0,9,75.0,no,28,8
608,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,8,116,53.0,6,75.0,no,5,2
609,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,59.0,9,100.0,yes,29,9
610,2024,Male,BSc IT: Data Science,2nd year,10,126,75.0,10,100.0,yes,9,1
611,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,8,88.9,no,36,8
612,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,59.0,7,77.8,no,33,6
613,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,7,128,62.0,7,100.0,yes,10,3
614,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,62.0,9,90.0,no,0,0
615,2024,Male,BSc in CompUter Science,2nd year,7,120,55.0,7,100.0,yes,4,2
616,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,58,7
617,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,73.0,9,100.0,yes,82,9
618,2024,Male,BSc in CompUter Science,1st year,12,144,59.0,9,75.0,no,21,5
619,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,10,150,72.0,10,100.0,yes,72,11
620,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,58.0,8,88.9,no,43,9
621,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,8,126,4.0,0,0.0,no,2,1
622,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,73.0,9,100.0,yes,75,11
623,2024,Male,BSc IT: Data Science,1st year,8,102,66.0,7,87.5,no,39,5
624,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,73.0,9,100.0,yes,29,9
625,2024,Male,BSc IT: Data Science,2nd year,10,126,71.0,10,100.0,yes,14,2
626,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,55.0,10,83.3,no,22,7
627,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,70.0,9,100.0,yes,50,10
628,2024,Male,BSc IT: Data Science,1st year,8,106,50.0,4,50.0,no,4,4
629,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,55,7
630,2024,Male,BSc in CompUter Science,2nd year,7,120,44.0,1,14.3,no,23,4
631,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,7,128,64.0,7,100.0,yes,23,4
632,2024,Male,BSc in CompUter Science,2nd year,7,120,41.0,1,14.3,no,5,2
633,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,58.0,9,75.0,no,24,6
634,2024,Female,BSc IT: Data Science,2nd year,10,126,71.0,10,100.0,yes,11,2
635,2024,Male,BSc IT: Data Science,1st year,11,136,73.0,11,100.0,yes,38,6
636,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,29,6
637,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,11,180,64.0,11,100.0,yes,37,11
638,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,54,8
639,2024,Male,BSc in CompUter Science,2nd year,7,120,55.0,5,71.4,no,15,3
640,2024,Male,BSc IT: Data Science,1st year,11,136,72.0,11,100.0,yes,27,7
641,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,58,9
642,2024,Male,BSc IT: Data Science,2nd year,10,126,70.0,10,100.0,yes,11,2
643,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,80,9
644,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,67.0,11,91.7,no,51,8
645,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,10,148,70.0,10,100.0,yes,30,10
646,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,71.0,9,100.0,yes,30,8
647,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,76.0,9,100.0,yes,55,10
648,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,84.0,9,100.0,yes,52,10
649,2024,Male,BSc IT: Data Science,2nd year,10,126,66.0,10,100.0,yes,17,2
650,2024,Male,BSc IT: Data Science,1st year,11,136,63.0,10,90.9,no,9,4
651,2024,Female,BSc in CompUter Science,2nd year,7,120,51.0,4,57.1,no,10,4
652,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,10,148,69.0,10,100.0,yes,34,9
653,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,62.0,9,100.0,yes,56,10
654,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,8,130,65.0,6,75.0,no,26,6
655,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,56.0,8,88.9,no,44,10
656,2024,Male,Higher Certificate in Information Systems: Cloud Computing,2nd year,7,128,53.0,3,42.9,no,14,5
657,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,80.0,9,100.0,yes,30,8
658,2024,Male,BSc in CompUter Science,1st year,12,144,68.0,11,91.7,no,16,5
659,2024,Male,BSc IT: Data Science,1st year,6,84,53.0,3,50.0,no,2,1
660,2024,Female,BSc IT: Data Science,1st year,11,136,63.0,11,100.0,yes,21,6
661,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,138,47.0,4,44.4,no,37,8
662,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,57.0,10,83.3,no,36,8
663,2024,Female,BSc in CompUter Science,1st year,7,114,55.0,4,57.1,no,8,2
664,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,65.0,9,100.0,yes,52,10
665,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,8,138,70.0,8,100.0,yes,42,9
666,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,150,60.0,8,88.9,no,21,5
667,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,65,9
668,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,64,9
669,2024,Male,BSc in CompUter Science,1st year,12,144,55.0,7,58.3,no,15,5
670,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,8,108,55.0,6,75.0,no,25,6
671,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,60.0,9,100.0,yes,54,10
672,2024,Male,BSc IT: Data Science,2nd year,8,112,56.0,6,75.0,no,8,2
673,2024,Male,BSc in CompUter Science,2nd year,9,128,61.0,8,88.9,no,10,2
674,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,8,116,0.0,0,0.0,no,8,2
675,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,60.0,9,100.0,yes,44,9
676,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,8,120,55.0,5,62.5,no,6,2
677,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,64.0,10,100.0,yes,0,0
678,2024,Male,BSc in CompUter Science,2nd year,8,112,26.0,1,12.5,no,4,1
679,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,10,148,64.0,9,90.0,no,29,11
680,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,5,100,58.0,4,80.0,no,18,5
681,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,8,136,55.0,5,62.5,no,18,4
682,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,10,148,70.0,10,100.0,yes,25,9
683,2024,Male,BSc IT: Data Science,1st year,11,136,68.0,10,90.9,no,51,6
684,2024,Male,BSc in CompUter Science,1st year,10,120,56.0,9,90.0,no,10,4
685,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,76.0,10,100.0,yes,0,0
686,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,67.0,9,100.0,yes,32,9
687,2024,Male,BSc in CompUter Science,1st year,5,76,57.0,4,80.0,no,4,1
688,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,80.0,9,100.0,yes,65,10
689,2024,Female,BSc in CompUter Science,1st year,12,144,58.0,10,83.3,no,10,5
690,2024,Male,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,50.0,7,58.3,no,10,4
691,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,10,148,64.0,10,100.0,yes,58,10
692,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,74.0,9,100.0,yes,29,8
693,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,72.0,10,100.0,yes,0,0
694,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,68.0,9,100.0,yes,45,6
695,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,11,156,49.0,8,72.7,no,24,9
696,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,61,7
697,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,71.0,9,100.0,yes,54,10
698,2024,Male,BSc in CompUter Science,2nd year,7,120,46.0,2,28.6,no,16,3
699,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,61.0,8,88.9,no,38,9
700,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,3,50,53.0,2,66.7,no,25,7
701,2024,Female,BSc IT: Data Science,2nd year,9,112,51.0,6,66.7,no,2,1
702,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,46,8
703,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,67.0,10,100.0,yes,0,0
704,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,7,100,54.0,6,85.7,no,30,8
705,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,63.0,8,88.9,no,34,6
706,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,77.0,9,100.0,yes,83,9
707,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,11,168,61.0,11,100.0,yes,25,6
708,2024,Male,BSc IT: Data Science,2nd year,11,134,64.0,10,90.9,no,5,1
709,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,71.0,9,100.0,yes,60,11
710,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,10,158,41.0,5,50.0,no,37,8
711,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,52.0,5,55.6,no,24,5
712,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,150,58.0,7,77.8,no,24,9
713,2024,Male,BSc in CompUter Science,1st year,12,144,66.0,11,91.7,no,17,5
714,2024,Male,BSc IT: Robotics,2nd year,7,112,51.0,3,42.9,no,11,3
715,2024,Male,BSc in CompUter Science,1st year,12,144,58.0,10,83.3,no,20,5
716,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,65.0,9,100.0,yes,54,10
717,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,6,112,56.0,5,83.3,no,4,2
718,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,65.0,9,100.0,yes,78,9
719,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,8,128,77.0,8,100.0,yes,53,8
720,2024,Female,BSc IT: Data Science,1st year,11,136,69.0,11,100.0,yes,18,6
721,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,76.0,9,100.0,yes,48,9
722,2024,Female,BSc in CompUter Science,1st year,8,136,45.0,2,25.0,no,29,4
723,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,59.0,10,83.3,no,21,6
724,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,67.0,10,100.0,yes,0,0
725,2024,Female,BSc in CompUter Science,2nd year,8,128,51.0,4,50.0,no,13,2
726,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,18.0,0,0.0,no,15,5
727,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,148,60.0,9,100.0,yes,38,8
728,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,77.0,9,100.0,yes,69,11
729,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,33.0,1,11.1,no,2,2
730,2024,Female,BSc IT: Security and Network Engineering,1st year,12,144,49.0,7,58.3,no,9,4
731,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,138,30.0,1,11.1,no,12,5
732,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,10,136,25.0,0,0.0,no,31,8
733,2024,Female,BSc IT: Software Engineering,2nd year,10,136,62.0,9,90.0,no,28,5
734,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,63.0,12,100.0,yes,30,7
735,2024,Female,BSc IT: Data Science,2nd year,8,94,56.0,6,75.0,no,13,4
736,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,10,150,64.0,10,100.0,yes,44,10
737,2024,Female,BSc IT: Data Science,1st year,11,136,67.0,10,90.9,no,31,6
738,2024,Male,BSc in CompUter Science,2nd year,4,70,63.0,4,100.0,yes,0,0
739,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,53.0,7,77.8,no,42,7
740,2024,Male,Higher Certificate in Information Systems: Cloud Computing,2nd year,8,120,51.0,4,50.0,no,16,3
741,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,56,9
742,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,73.0,9,100.0,yes,61,8
743,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,128,65.0,9,100.0,yes,31,9
744,2024,Female,BSC IT: ROBOTICS,1st year,14,144,66.0,14,100.0,yes,71,8
745,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,6,112,69.0,6,100.0,yes,21,5
746,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,6,88,63.0,6,100.0,yes,21,5
747,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,47.0,5,55.6,no,34,5
748,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,69.0,10,100.0,yes,0,0
749,2024,Male,Higher Certificate in Information Systems: Cloud Computing,2nd year,6,112,58.0,6,100.0,yes,16,4
750,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,63.0,9,100.0,yes,37,8
751,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,10,148,80.0,10,100.0,yes,56,10
752,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,6,112,56.0,5,83.3,no,32,6
753,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,59.0,9,100.0,yes,20,5
754,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,11,156,57.0,9,81.8,no,43,9
755,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,39,8
756,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,29,7
757,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,10,148,53.0,7,70.0,no,9,5
758,2024,Male,BSc in CompUter Science,1st year,4,64,,0,0.0,no,4,2
759,2024,Male,BSc in CompUter Science,2nd year,7,120,50.0,4,57.1,no,10,3
760,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,11,166,2.0,0,0.0,no,30,8
761,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,8,140,54.0,6,75.0,no,15,5
762,2024,Male,Higher Certificate in Information Systems: Cloud Computing,2nd year,8,120,63.0,8,100.0,yes,22,4
763,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,11,156,60.0,7,63.6,no,24,8
764,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,47,7
765,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,73.0,9,100.0,yes,48,9
766,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,52.0,7,70.0,no,0,0
767,2024,Female,BSc IT: Software Engineering,1st year,14,144,56.0,9,64.3,no,13,6
768,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,6,120,66.0,6,100.0,yes,30,6
769,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,76.0,9,100.0,yes,63,11
770,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,4.0,0,0.0,no,6,3
771,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,10,148,58.0,7,70.0,no,43,9
772,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,8,128,68.0,8,100.0,yes,33,6
773,2024,Male,BSc in CompUter Science,1st year,7,96,51.0,5,71.4,no,2,2
774,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,45,9
775,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,7,106,10.0,0,0.0,no,6,4
776,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,65.0,9,100.0,yes,49,11
777,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,83.0,9,100.0,yes,91,10
778,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,10,148,64.0,10,100.0,yes,30,8
779,2024,Female,BSc in CompUter Science,2nd year,7,120,55.0,6,85.7,no,12,3
780,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,6,76,54.0,4,66.7,no,10,3
781,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,72.0,9,100.0,yes,58,8
782,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,10,148,69.0,10,100.0,yes,60,10
783,2024,Male,Higher Certificate in Information Systems: Cloud Computing,2nd year,7,128,65.0,7,100.0,yes,27,5
784,2024,Male,BSc in CompUter Science,2nd year,9,128,55.0,6,66.7,no,9,2
785,2024,Male,BSc in CompUter Science,2nd year,7,120,56.0,7,100.0,yes,15,3
786,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,10,148,67.0,10,100.0,yes,52,10
787,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,0.0,0,0.0,no,11,2
788,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,11,180,56.0,10,90.9,no,43,11
789,2024,Female,BSc IT: Robotics,2nd year,5,96,70.0,5,100.0,yes,19,3
790,2024,Male,BSc IT: Data Science,2nd year,10,126,62.0,10,100.0,yes,25,2
791,2024,Female,BSc IT: Data Science,2nd year,10,124,65.0,9,90.0,no,18,4
792,2024,Female,BSc IT: Software Engineering,2nd year,10,120,51.0,6,60.0,no,26,2
793,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,75.0,10,100.0,yes,0,0
794,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,7,136,62.0,7,100.0,yes,16,5
795,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,66.0,9,100.0,yes,60,10
796,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,66.0,9,100.0,yes,37,9
797,2024,Male,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,56.0,9,75.0,no,11,3
798,2024,Female,BSc IT: Data Science,2nd year,10,126,61.0,8,80.0,no,18,2
799,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,64.0,10,100.0,yes,0,0
800,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,10,148,78.0,10,100.0,yes,50,10
801,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,53,9
802,2024,Male,Higher Certificate in Information Systems: Cloud Computing,2nd year,8,120,63.0,8,100.0,yes,36,6
803,2024,Female,BSc IT: Robotics,2nd year,7,112,68.0,7,100.0,yes,30,5
804,2024,Male,BSc in CompUter Science,2nd year,7,120,46.0,4,57.1,no,11,3
805,2024,Male,BSc in CompUter Science,2nd year,7,120,56.0,5,71.4,no,8,2
806,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,8,120,64.0,8,100.0,yes,18,4
807,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,5,66,49.0,2,40.0,no,4,3
808,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,65.0,9,100.0,yes,55,9
809,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,61.0,10,100.0,yes,0,0
810,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,10,150,70.0,10,100.0,yes,42,9
811,2024,Female,BSc in CompUter Science,2nd year,7,120,50.0,5,71.4,no,13,2
812,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,68.0,8,88.9,no,41,10
813,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,61.0,9,100.0,yes,49,10
814,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,6,76,62.0,6,100.0,yes,6,3
815,2024,Female,BSc in CompUter Science,2nd year,7,112,56.0,6,85.7,no,6,2
816,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,69.0,9,100.0,yes,50,10
817,2024,Female,BSc IT: Data Science,1st year,9,114,57.0,3,33.3,no,11,4
818,2024,Male,BSc in CompUter Science,2nd year,8,128,44.0,2,25.0,no,2,1
819,2024,Male,BSc in CompUter Science,1st year,12,144,61.0,9,75.0,no,11,5
820,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,10,148,65.0,10,100.0,yes,37,8
821,2024,Male,BSc IT: Data Science,2nd year,7,96,59.0,6,85.7,no,4,1
822,2024,Male,BSc IT: Data Science,2nd year,10,126,75.0,10,100.0,yes,33,2
823,2024,Female,BSc IT: Software Engineering,2nd year,9,120,62.0,9,100.0,yes,26,4
824,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,66.0,10,100.0,yes,0,0
825,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,56,9
826,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,75.0,9,100.0,yes,46,9
827,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,8,88.9,no,32,7
